violation_id,date,violation_type,zone,time_of_day,fine_amount,paid,vehicle_type,repeat_offender,day_of_week
330,2023-07-02,Fire Hydrant,Commercial,Afternoon,,True,Motorcycle,True,Sunday
331,2023-08-02,Street Cleaning,Industrial,Afternoon,25.0,False,SUV,False,Monday
332,2023-09-01,Expired Meter,Downtown,Afternoon,75.0,False,Car,True,Monday
333,2023-07-15,Street Cleaning,Commercial,Morning,50.0,True,Car,False,Monday
334,2023-07-08,Expired Meter,Residential,Evening,,False,Car,False,Monday
335,2023-11-25,Fire Hydrant,Downtown,Morning,,True,Car,True,Tuesday
336,2023-10-26,Fire Hydrant,Commercial,Afternoon,50.0,True,Truck,False,Saturday
337,2023-09-22,Expired Meter,Downtown,Evening,50.0,True,SUV,True,Friday
338,2023-03-12,Expired Meter,Downtown,Evening,25.0,True,Truck,False,Thursday
339,2023-03-11,Street Cleaning,Residential,Afternoon,75.0,True,SUV,False,Friday
340,2023-10-21,Expired Meter,Residential,Afternoon,150.0,False,Car,False,Saturday
341,2023-06-19,No Parking Zone,Commercial,Afternoon,75.0,True,Car,False,Tuesday
342,2023-08-04,Fire Hydrant,Commercial,Morning,50.0,True,Car,False,Thursday
343,2023-07-26,Fire Hydrant,Downtown,Afternoon,25.0,False,Car,False,Wednesday
344,2023-03-05,Handicap,Downtown,Afternoon,50.0,True,Car,False,Thursday
345,2023-05-10,No Parking Zone,Residential,Morning,50.0,False,Motorcycle,False,Sunday
346,2023-10-29,Expired Meter,Commercial,Morning,50.0,False,SUV,False,Tuesday
347,2023-11-18,Handicap,Residential,Afternoon,150.0,True,Car,False,Sunday
348,2023-08-05,No Parking Zone,Commercial,Night,25.0,True,Car,False,Saturday
349,2023-09-23,No Parking Zone,Commercial,Afternoon,50.0,True,Car,False,Thursday
350,2023-07-24,Street Cleaning,Residential,Afternoon,50.0,False,Truck,False,Tuesday
351,2023-03-09,Expired Meter,Commercial,Afternoon,50.0,True,,True,Wednesday
352,2023-01-10,Fire Hydrant,Industrial,Afternoon,25.0,True,Car,False,Monday
353,2023-12-28,Street Cleaning,Industrial,Morning,150.0,False,SUV,False,Wednesday
354,2023-07-27,No Parking Zone,Commercial,Night,50.0,True,Car,False,Saturday
355,2023-02-04,No Parking Zone,Residential,Evening,25.0,False,Car,False,Wednesday
356,2023-06-12,Expired Meter,Residential,Morning,150.0,False,Car,True,Friday
357,2023-01-28,Expired Meter,Downtown,Morning,150.0,True,Truck,False,Sunday
358,2023-04-08,Expired Meter,Residential,Afternoon,,True,Car,False,Friday
359,2023-10-15,No Parking Zone,Commercial,Night,75.0,False,Car,False,Thursday
360,2023-01-14,No Parking Zone,Industrial,Afternoon,25.0,True,SUV,False,Friday
361,2023-01-06,No Parking Zone,Downtown,Night,25.0,False,,False,Friday
362,2023-01-20,Fire Hydrant,Commercial,Afternoon,25.0,True,Truck,False,Thursday
363,2023-02-01,Street Cleaning,Downtown,Morning,50.0,True,Car,False,Sunday
364,2023-09-29,Expired Meter,Downtown,Night,100.0,True,Truck,False,Saturday
365,2023-06-22,Expired Meter,Commercial,Morning,25.0,False,Truck,False,Monday
366,2023-08-04,Handicap,Residential,Evening,75.0,True,Truck,False,Friday
367,2023-08-08,Expired Meter,Industrial,Afternoon,25.0,False,Car,False,Friday
368,2023-04-16,Expired Meter,Residential,Morning,50.0,True,Car,True,Saturday
369,2023-07-11,Expired Meter,Industrial,Afternoon,25.0,True,Car,False,Sunday
370,2023-03-17,No Parking Zone,Residential,Night,50.0,False,Car,False,Sunday
371,2023-05-17,Fire Hydrant,Residential,Morning,75.0,False,Motorcycle,False,Sunday
372,2023-08-26,Handicap,Commercial,Night,25.0,True,Car,False,Friday
373,2023-10-24,Street Cleaning,Residential,Evening,50.0,True,Motorcycle,True,Tuesday
374,2023-06-21,Expired Meter,Commercial,Afternoon,25.0,True,Car,False,Thursday
375,2023-04-03,Expired Meter,Residential,Afternoon,50.0,False,Truck,False,Tuesday
376,2023-02-25,Expired Meter,Downtown,Morning,75.0,True,Car,False,Thursday
377,2023-07-04,Fire Hydrant,Downtown,Evening,75.0,True,Car,False,Saturday
378,2023-04-12,Street Cleaning,Residential,Morning,150.0,True,Truck,False,Sunday
379,2023-05-09,Expired Meter,Residential,Afternoon,25.0,True,Car,False,Saturday
380,2023-02-03,Expired Meter,Downtown,Night,75.0,True,Truck,True,Sunday
381,2023-09-17,Street Cleaning,Commercial,Morning,100.0,True,Car,False,Saturday
382,2023-10-08,Fire Hydrant,Commercial,Night,50.0,True,Car,False,Wednesday
383,2023-11-27,Fire Hydrant,Industrial,Afternoon,50.0,True,Motorcycle,False,Saturday
384,2023-10-18,Street Cleaning,Commercial,Afternoon,50.0,True,Truck,False,Thursday
385,2023-04-16,Expired Meter,Commercial,Night,50.0,False,Truck,False,Thursday
386,2023-01-12,Fire Hydrant,Downtown,Morning,50.0,True,Car,False,Saturday
387,2023-06-08,Expired Meter,Residential,Afternoon,50.0,True,Truck,False,Thursday
388,2023-04-30,Expired Meter,Commercial,Afternoon,75.0,False,Truck,True,Monday
389,2023-12-11,No Parking Zone,Commercial,Morning,50.0,True,Car,False,Tuesday
390,2023-05-11,No Parking Zone,Downtown,Afternoon,25.0,True,Car,False,Tuesday
391,2023-08-14,Expired Meter,Industrial,Morning,50.0,False,Truck,False,Sunday
392,2023-06-17,No Parking Zone,Downtown,Afternoon,25.0,True,Motorcycle,True,Thursday
393,2023-11-11,Expired Meter,Downtown,Morning,25.0,True,Truck,False,Friday
394,2023-03-02,Street Cleaning,Commercial,Evening,50.0,True,Truck,False,Sunday
395,2023-07-04,Fire Hydrant,Industrial,Afternoon,25.0,True,Car,False,Wednesday
396,2023-08-21,Street Cleaning,Residential,Night,50.0,False,Car,True,Wednesday
397,2023-03-19,Expired Meter,Commercial,Afternoon,25.0,False,SUV,False,Sunday
398,2023-10-10,Expired Meter,Residential,Night,,True,Car,False,Sunday
399,2023-10-21,Expired Meter,Commercial,Afternoon,50.0,True,Truck,True,Wednesday
400,2023-03-09,Street Cleaning,Industrial,Morning,50.0,True,Car,False,Friday
401,2023-04-10,Expired Meter,Residential,Afternoon,100.0,True,Truck,False,Saturday
402,2023-04-26,Expired Meter,Commercial,Afternoon,100.0,False,SUV,False,Friday
403,2023-10-17,Fire Hydrant,Residential,Night,75.0,True,Truck,False,Saturday
404,2023-08-24,Street Cleaning,Commercial,Evening,50.0,False,Car,False,Thursday
405,2023-02-02,No Parking Zone,Industrial,Afternoon,100.0,False,Car,True,Thursday
406,2023-04-03,No Parking Zone,Residential,Afternoon,50.0,True,Car,False,Friday
407,2023-11-16,No Parking Zone,Commercial,Night,25.0,False,Car,False,Friday
408,2023-01-23,Expired Meter,Downtown,Morning,50.0,False,Truck,False,Monday
409,2023-12-08,Expired Meter,Residential,Morning,25.0,True,Truck,True,Thursday
410,2023-11-23,Expired Meter,Residential,Afternoon,75.0,True,Car,True,Monday
411,2023-01-14,No Parking Zone,Downtown,Afternoon,50.0,True,Car,False,Thursday
412,2023-10-21,Expired Meter,Residential,Night,75.0,True,,True,Friday
413,2023-06-25,Expired Meter,Industrial,Morning,75.0,True,SUV,False,Wednesday
414,2023-03-10,No Parking Zone,Downtown,Morning,50.0,False,Car,True,Thursday
415,2023-07-09,Fire Hydrant,Residential,Afternoon,,True,Car,True,Thursday
416,2023-01-09,Fire Hydrant,Commercial,Morning,100.0,True,SUV,False,Sunday
417,2023-05-04,Fire Hydrant,Downtown,Afternoon,150.0,False,Car,False,Friday
418,2023-03-27,Expired Meter,Downtown,Evening,150.0,True,,True,Sunday
419,2023-01-02,Handicap,Downtown,Night,100.0,True,Motorcycle,False,Friday
420,2023-08-04,Expired Meter,Commercial,Afternoon,50.0,False,Car,False,Friday
421,2023-01-05,Expired Meter,Commercial,Morning,25.0,True,Car,False,Sunday
422,2023-02-25,Fire Hydrant,Commercial,Afternoon,50.0,True,Car,False,Friday
423,2023-04-22,No Parking Zone,Industrial,Morning,50.0,True,SUV,False,Tuesday
424,2023-03-27,Expired Meter,Residential,Morning,25.0,True,Car,False,Monday
425,2023-07-31,Fire Hydrant,Downtown,Night,100.0,False,Car,False,Thursday
426,2023-12-18,No Parking Zone,Commercial,Morning,50.0,True,SUV,True,Friday
427,2023-05-18,Street Cleaning,Downtown,Afternoon,50.0,True,Car,False,Wednesday
428,2023-08-13,Expired Meter,Downtown,Morning,75.0,True,Car,False,Sunday
429,2023-01-31,Street Cleaning,Downtown,Evening,75.0,True,Car,True,Monday
430,2023-04-22,Handicap,Commercial,Morning,50.0,True,SUV,False,Saturday
431,2023-06-07,Expired Meter,Commercial,Morning,50.0,True,Motorcycle,False,Saturday
432,2023-09-23,Expired Meter,Commercial,Night,,True,SUV,True,Friday
433,2023-10-09,Expired Meter,Industrial,Evening,50.0,True,Car,True,Saturday
434,2023-12-29,Expired Meter,Commercial,Afternoon,50.0,True,Truck,False,Monday
435,2023-04-15,Fire Hydrant,Commercial,Afternoon,100.0,True,Car,True,Tuesday
436,2023-05-06,Fire Hydrant,Industrial,Afternoon,25.0,True,SUV,False,Thursday
437,2023-02-10,Fire Hydrant,Downtown,Afternoon,100.0,False,SUV,True,Tuesday
438,2023-02-04,Street Cleaning,Downtown,Morning,75.0,True,Car,True,Sunday
439,2023-07-10,No Parking Zone,Residential,Night,50.0,False,,False,Thursday
440,2023-07-23,Expired Meter,Residential,Morning,,False,Car,False,Thursday
441,2023-09-22,Handicap,Downtown,Morning,150.0,True,Truck,False,Friday
442,2023-06-06,Expired Meter,Downtown,Afternoon,50.0,False,Motorcycle,False,Monday
443,2023-01-04,No Parking Zone,Commercial,Afternoon,25.0,False,Car,False,Friday
444,2023-03-07,Expired Meter,Downtown,Morning,50.0,False,SUV,False,Monday
445,2023-11-22,Fire Hydrant,Residential,Afternoon,150.0,True,Truck,False,Monday
446,2023-08-22,Handicap,Commercial,Morning,50.0,True,Car,False,Tuesday
447,2023-02-27,Expired Meter,Residential,Morning,50.0,True,Car,False,Saturday
448,2023-06-30,Expired Meter,Residential,Afternoon,75.0,True,SUV,False,Thursday
449,2023-09-01,No Parking Zone,Commercial,Afternoon,50.0,False,Truck,False,Sunday
450,2023-02-03,Expired Meter,Residential,Afternoon,50.0,False,Car,False,Wednesday
451,2023-06-02,Expired Meter,Commercial,Morning,50.0,True,,True,Friday
452,2023-03-01,No Parking Zone,Commercial,Afternoon,100.0,False,SUV,False,Wednesday
453,2023-07-14,Handicap,Downtown,Evening,50.0,True,Truck,True,Tuesday
454,2023-01-10,Fire Hydrant,Downtown,Morning,50.0,False,SUV,False,Tuesday
455,2023-08-28,Expired Meter,Residential,Evening,150.0,False,Car,False,Sunday
456,2023-08-09,Expired Meter,Residential,Morning,25.0,True,SUV,False,Thursday
457,2023-06-04,Handicap,Residential,Morning,75.0,True,SUV,False,Monday
458,2023-10-24,Fire Hydrant,Residential,Morning,50.0,False,,True,Thursday
459,2023-12-08,Handicap,Industrial,Afternoon,75.0,True,Car,False,Tuesday
460,2023-01-30,Street Cleaning,Residential,Afternoon,50.0,True,Truck,False,Tuesday
461,2023-07-12,Handicap,Downtown,Morning,25.0,True,Car,False,Thursday
462,2023-06-13,No Parking Zone,Commercial,Afternoon,25.0,True,Car,False,Friday
463,2023-04-10,Fire Hydrant,Commercial,Morning,50.0,True,Motorcycle,True,Wednesday
464,2023-03-16,Street Cleaning,Residential,Afternoon,25.0,True,SUV,False,Tuesday
465,2023-07-28,Expired Meter,Downtown,Afternoon,100.0,False,Car,False,Friday
466,2023-02-13,Fire Hydrant,Downtown,Afternoon,25.0,True,SUV,False,Sunday
467,2023-10-19,Fire Hydrant,Commercial,Night,150.0,True,Car,False,Saturday
468,2023-07-04,No Parking Zone,Downtown,Night,25.0,True,SUV,False,Monday
469,2023-07-22,No Parking Zone,Downtown,Morning,50.0,True,Truck,False,Tuesday
470,2023-03-06,Street Cleaning,Residential,Afternoon,100.0,True,SUV,False,Saturday
471,2023-11-09,Handicap,Commercial,Afternoon,50.0,True,Car,False,Tuesday
472,2023-03-04,Street Cleaning,Downtown,Morning,100.0,True,Truck,False,Friday
473,2023-05-22,Fire Hydrant,Downtown,Afternoon,50.0,True,Car,False,Saturday
474,2023-03-05,Expired Meter,Residential,Afternoon,25.0,False,Car,True,Saturday
475,2023-12-24,Expired Meter,Downtown,Morning,50.0,True,Car,False,Monday
476,2023-07-11,Expired Meter,Commercial,Afternoon,50.0,True,Car,False,Sunday
477,2023-06-29,No Parking Zone,Residential,Morning,,True,Truck,True,Thursday
478,2023-12-03,Expired Meter,Commercial,Afternoon,50.0,True,Motorcycle,True,Saturday
479,2023-02-25,Expired Meter,Residential,Night,150.0,False,Car,True,Wednesday
480,2023-11-07,Expired Meter,Commercial,Morning,25.0,True,Car,False,Saturday
481,2023-08-08,No Parking Zone,Commercial,Afternoon,100.0,True,Car,False,Friday
482,2023-11-15,Street Cleaning,Commercial,Afternoon,75.0,True,Car,False,Tuesday
483,2023-07-27,Fire Hydrant,Residential,Morning,100.0,True,Car,False,Thursday
484,2023-04-15,Fire Hydrant,Commercial,Afternoon,75.0,True,Truck,True,Saturday
485,2023-09-03,Street Cleaning,Downtown,Morning,100.0,True,Car,False,Friday
486,2023-01-16,Expired Meter,Residential,Afternoon,25.0,False,Car,True,Sunday
487,2023-07-06,Handicap,Residential,Evening,50.0,False,Car,False,Sunday
488,2023-10-16,Fire Hydrant,Industrial,Afternoon,100.0,True,SUV,False,Tuesday
489,2023-08-21,Expired Meter,Commercial,Afternoon,25.0,True,Car,True,Monday
490,2023-07-28,Fire Hydrant,Downtown,Night,25.0,True,Car,False,Sunday
491,2023-04-25,Expired Meter,Downtown,Evening,150.0,False,Car,False,Monday
492,2023-12-17,Fire Hydrant,Residential,Evening,50.0,True,Car,False,Monday
493,2023-04-17,Expired Meter,Commercial,Evening,50.0,False,Car,True,Saturday
494,2023-02-11,Expired Meter,Residential,Evening,50.0,True,SUV,False,Sunday
495,2023-05-15,No Parking Zone,Commercial,Afternoon,50.0,False,Car,False,Saturday
496,2023-06-13,Fire Hydrant,Commercial,Afternoon,,True,Car,False,Sunday
497,2023-04-02,Street Cleaning,Downtown,Afternoon,25.0,True,Car,False,Saturday
498,2023-04-26,Expired Meter,Commercial,Afternoon,75.0,True,Car,False,Monday
499,2023-01-17,Street Cleaning,Commercial,Evening,50.0,True,Car,False,Friday
500,2023-03-18,Fire Hydrant,Residential,Afternoon,75.0,False,,False,Friday
501,2023-10-07,Street Cleaning,Downtown,Evening,50.0,True,Car,True,Wednesday
502,2023-06-04,Expired Meter,Residential,Afternoon,75.0,True,Car,False,Sunday
503,2023-03-14,No Parking Zone,Residential,Afternoon,75.0,True,Car,False,Wednesday
504,2023-05-21,No Parking Zone,Downtown,Evening,100.0,True,Car,True,Monday
505,2023-01-20,No Parking Zone,Commercial,Night,100.0,True,Car,False,Sunday
506,2023-03-12,No Parking Zone,Downtown,Afternoon,25.0,True,Car,False,Saturday
507,2023-07-19,No Parking Zone,Residential,Evening,150.0,False,Truck,False,Monday
508,2023-08-16,Street Cleaning,Industrial,Evening,50.0,False,Truck,False,Tuesday
509,2023-10-16,Expired Meter,Commercial,Evening,75.0,True,Car,False,Sunday
510,2023-03-04,Expired Meter,Industrial,Night,75.0,False,,True,Thursday
511,2023-03-19,Fire Hydrant,Commercial,Evening,100.0,True,Car,False,Tuesday
512,2023-07-27,Handicap,Residential,Morning,75.0,True,Car,False,Saturday
513,2023-02-17,Fire Hydrant,Commercial,Morning,,True,Car,False,Thursday
514,2023-10-07,Fire Hydrant,Industrial,Afternoon,50.0,False,Car,False,Tuesday
515,2023-06-08,Handicap,Commercial,Evening,100.0,False,Car,False,Monday
516,2023-05-15,Street Cleaning,Commercial,Morning,50.0,True,Car,False,Friday
517,2023-09-28,No Parking Zone,Commercial,Morning,,True,SUV,False,Sunday
518,2023-09-14,Expired Meter,Downtown,Night,75.0,False,Truck,True,Thursday
519,2023-03-09,Handicap,Commercial,Afternoon,25.0,False,Car,False,Sunday
520,2023-01-09,Street Cleaning,Commercial,Morning,150.0,True,SUV,False,Wednesday
521,2023-06-25,Street Cleaning,Commercial,Afternoon,100.0,True,Car,False,Thursday
522,2023-08-26,Fire Hydrant,Residential,Night,25.0,False,Car,True,Wednesday
523,2023-08-10,Fire Hydrant,Downtown,Afternoon,50.0,True,,True,Wednesday
524,2023-07-22,Expired Meter,Downtown,Evening,50.0,False,Truck,True,Thursday
525,2023-02-27,Expired Meter,Residential,Morning,25.0,False,Car,True,Monday
526,2023-11-11,Expired Meter,Commercial,Evening,75.0,True,Car,False,Monday
527,2023-08-02,Expired Meter,Residential,Afternoon,75.0,True,Car,False,Saturday
528,2023-03-16,Expired Meter,Commercial,Afternoon,50.0,True,Truck,False,Wednesday
529,2023-11-10,No Parking Zone,Commercial,Afternoon,50.0,True,Car,False,Tuesday
530,2023-03-08,No Parking Zone,Industrial,Afternoon,75.0,True,SUV,True,Saturday
531,2023-11-24,No Parking Zone,Downtown,Afternoon,75.0,True,Car,False,Thursday
532,2023-12-14,Street Cleaning,Residential,Morning,150.0,True,Car,False,Saturday
533,2023-06-21,Handicap,Residential,Afternoon,75.0,False,Car,False,Sunday
534,2023-12-15,Expired Meter,Residential,Night,75.0,True,Car,True,Sunday
535,2023-02-24,Handicap,Residential,Night,50.0,False,Car,False,Saturday
536,2023-12-05,Expired Meter,Downtown,Morning,25.0,True,SUV,True,Tuesday
537,2023-10-04,Handicap,Downtown,Afternoon,50.0,True,Car,False,Tuesday
538,2023-12-25,Expired Meter,Residential,Afternoon,75.0,True,Car,False,Thursday
539,2023-04-12,Expired Meter,Commercial,Afternoon,50.0,True,Truck,True,Tuesday
540,2023-12-30,Expired Meter,Commercial,Afternoon,150.0,True,Car,False,Monday
541,2023-08-16,Expired Meter,Residential,Evening,25.0,False,SUV,False,Monday
542,2023-06-16,Expired Meter,Downtown,Morning,75.0,True,Car,True,Sunday
543,2023-03-30,Fire Hydrant,Commercial,Afternoon,50.0,True,Car,True,Wednesday
544,2023-09-28,No Parking Zone,Downtown,Afternoon,100.0,True,Car,False,Sunday
545,2023-03-08,Street Cleaning,Downtown,Evening,25.0,False,Car,False,Saturday
546,2023-06-05,Handicap,Residential,Evening,50.0,False,Car,True,Wednesday
547,2023-07-22,Fire Hydrant,Downtown,Afternoon,75.0,True,Truck,True,Thursday
548,2023-09-11,Street Cleaning,Residential,Afternoon,25.0,True,Truck,False,Tuesday
549,2023-11-28,Fire Hydrant,Residential,Afternoon,100.0,True,Car,True,Thursday
550,2023-06-09,Expired Meter,Residential,Afternoon,25.0,True,SUV,False,Wednesday
551,2023-12-18,No Parking Zone,Residential,Evening,25.0,True,Car,False,Thursday
552,2023-08-06,Expired Meter,Residential,Afternoon,75.0,True,Car,False,Tuesday
553,2023-11-10,Expired Meter,Residential,Morning,25.0,True,Car,True,Wednesday
554,2023-08-28,Street Cleaning,Commercial,Evening,50.0,True,Car,False,Sunday
555,2023-03-28,Street Cleaning,Downtown,Afternoon,25.0,False,Car,False,Wednesday
556,2023-08-12,No Parking Zone,Residential,Morning,75.0,True,,False,Friday
557,2023-02-25,Fire Hydrant,Residential,Morning,25.0,True,Car,False,Thursday
558,2023-08-18,Expired Meter,Downtown,Afternoon,25.0,False,Car,True,Thursday
559,2023-03-07,Expired Meter,Commercial,Afternoon,25.0,True,Truck,False,Sunday
560,2023-08-26,Handicap,Industrial,Night,100.0,False,Car,False,Wednesday
561,2023-04-28,No Parking Zone,Downtown,Evening,75.0,False,SUV,False,Friday
562,2023-02-28,No Parking Zone,Residential,Afternoon,50.0,False,Motorcycle,False,Wednesday
563,2023-01-06,Fire Hydrant,Downtown,Evening,25.0,True,Truck,False,Wednesday
564,2023-10-14,No Parking Zone,Residential,Evening,50.0,True,SUV,False,Monday
565,2023-06-02,No Parking Zone,Downtown,Evening,100.0,False,SUV,False,Friday
566,2023-02-08,Fire Hydrant,Commercial,Afternoon,75.0,True,,False,Wednesday
567,2023-12-13,No Parking Zone,Commercial,Afternoon,50.0,True,Car,True,Friday
568,2023-02-27,Expired Meter,Downtown,Afternoon,50.0,True,Car,True,Thursday
569,2023-04-30,Fire Hydrant,Downtown,Morning,100.0,False,SUV,False,Friday
570,2023-08-13,Expired Meter,Downtown,Morning,50.0,True,Car,False,Thursday
571,2023-12-24,Fire Hydrant,Commercial,Evening,25.0,True,SUV,False,Friday
572,2023-10-22,Street Cleaning,Residential,Morning,,True,Car,False,Friday
573,2023-08-07,No Parking Zone,Commercial,Afternoon,50.0,False,SUV,False,Sunday
574,2023-09-13,Fire Hydrant,Residential,Morning,50.0,True,Truck,False,Thursday
575,2023-01-23,No Parking Zone,Downtown,Afternoon,25.0,True,Car,True,Saturday
576,2023-07-22,Street Cleaning,Commercial,Afternoon,50.0,False,Car,False,Sunday
577,2023-07-30,No Parking Zone,Commercial,Morning,,True,Car,False,Saturday
578,2023-02-08,No Parking Zone,Residential,Morning,75.0,True,Car,True,Saturday
579,2023-05-28,Expired Meter,Residential,Morning,50.0,True,Car,False,Sunday
580,2023-06-17,Expired Meter,Residential,Morning,25.0,True,Car,False,Friday
581,2023-02-22,Expired Meter,Residential,Night,25.0,True,Motorcycle,False,Thursday
582,2023-09-24,No Parking Zone,Downtown,Afternoon,50.0,True,SUV,False,Wednesday
583,2023-03-01,Expired Meter,Commercial,Afternoon,50.0,True,,False,Monday
584,2023-09-21,No Parking Zone,Commercial,Afternoon,25.0,True,Truck,True,Tuesday
585,2023-09-02,Expired Meter,Downtown,Afternoon,150.0,False,Car,True,Tuesday
586,2023-04-10,Street Cleaning,Commercial,Afternoon,25.0,False,Car,False,Saturday
587,2023-05-01,Fire Hydrant,Downtown,Morning,150.0,True,,False,Tuesday
588,2023-05-09,Fire Hydrant,Commercial,Afternoon,50.0,True,Truck,False,Saturday
589,2023-04-20,Fire Hydrant,Downtown,Morning,25.0,True,Motorcycle,False,Thursday
590,2023-08-12,Fire Hydrant,Commercial,Afternoon,50.0,False,Car,True,Wednesday
591,2023-12-13,Expired Meter,Residential,Afternoon,100.0,True,Car,False,Tuesday
592,2023-03-14,Fire Hydrant,Downtown,Night,100.0,False,Car,False,Wednesday
593,2023-07-18,No Parking Zone,Commercial,Morning,50.0,True,Truck,False,Sunday
594,2023-08-26,No Parking Zone,Commercial,Evening,100.0,True,SUV,False,Tuesday
595,2023-11-22,No Parking Zone,Residential,Evening,50.0,True,SUV,True,Tuesday
596,2023-07-28,Fire Hydrant,Commercial,Afternoon,50.0,False,Car,False,Monday
597,2023-10-24,Expired Meter,Commercial,Evening,100.0,False,Truck,False,Thursday
598,2023-10-28,Handicap,Commercial,Evening,50.0,True,Truck,False,Thursday
599,2023-06-27,Expired Meter,Residential,Evening,25.0,False,Truck,False,Saturday
600,2023-01-26,Handicap,Commercial,Afternoon,25.0,True,Car,True,Saturday
601,2023-03-14,No Parking Zone,Industrial,Morning,25.0,True,Car,False,Friday
602,2023-04-06,Expired Meter,Commercial,Night,50.0,False,SUV,False,Sunday
603,2023-07-31,No Parking Zone,Industrial,Afternoon,50.0,True,Car,False,Monday
604,2023-09-28,Fire Hydrant,Downtown,Night,25.0,True,Car,False,Saturday
605,2023-11-13,Expired Meter,Commercial,Morning,100.0,False,Car,True,Friday
606,2023-12-21,Fire Hydrant,Residential,Afternoon,150.0,True,Truck,False,Friday
607,2023-07-27,No Parking Zone,Residential,Evening,25.0,True,Car,False,Monday
608,2023-10-29,Expired Meter,Commercial,Afternoon,25.0,True,,True,Saturday
609,2023-07-06,Expired Meter,Downtown,Afternoon,50.0,True,Truck,False,Sunday
610,2023-06-29,Expired Meter,Downtown,Morning,50.0,True,Car,False,Friday
611,2023-12-29,Fire Hydrant,Industrial,Afternoon,75.0,False,Motorcycle,False,Monday
612,2023-05-05,Expired Meter,Commercial,Evening,150.0,True,Car,True,Saturday
613,2023-09-07,Handicap,Residential,Night,75.0,True,Car,False,Monday
614,2023-02-15,Expired Meter,Downtown,Afternoon,,False,Truck,False,Tuesday
615,2023-07-20,Expired Meter,Residential,Morning,75.0,False,Car,False,Monday
616,2023-05-09,Street Cleaning,Commercial,Afternoon,,True,Car,False,Sunday
617,2023-12-05,Expired Meter,Commercial,Evening,75.0,True,Truck,False,Monday
618,2023-07-24,No Parking Zone,Downtown,Night,75.0,True,Car,True,Thursday
619,2023-09-24,No Parking Zone,Commercial,Afternoon,50.0,True,Car,False,Wednesday
620,2023-10-30,Expired Meter,Industrial,Evening,25.0,True,,False,Friday
621,2023-01-04,Expired Meter,Commercial,Afternoon,100.0,True,Truck,False,Sunday
622,2023-10-23,No Parking Zone,Residential,Morning,50.0,True,,False,Sunday
623,2023-10-06,Street Cleaning,Downtown,Afternoon,50.0,False,Car,False,Friday
624,2023-11-21,Fire Hydrant,Industrial,Evening,25.0,True,,False,Friday
625,2023-08-15,No Parking Zone,Commercial,Evening,50.0,True,Truck,False,Wednesday
626,2023-12-09,Fire Hydrant,Downtown,Evening,100.0,True,Car,False,Monday
627,2023-05-23,Handicap,Commercial,Afternoon,50.0,True,Car,False,Wednesday
628,2023-01-05,No Parking Zone,Commercial,Evening,75.0,True,Car,False,Thursday
629,2023-01-06,Fire Hydrant,Downtown,Morning,50.0,True,Truck,False,Friday
630,2023-09-11,Fire Hydrant,Downtown,Afternoon,100.0,True,Truck,False,Thursday
631,2023-01-14,Expired Meter,Industrial,Evening,100.0,True,Motorcycle,True,Sunday
632,2023-11-28,No Parking Zone,Commercial,Morning,,True,Car,False,Monday
633,2023-11-11,Street Cleaning,Industrial,Night,50.0,False,Truck,False,Saturday
634,2023-11-08,Fire Hydrant,Residential,Morning,50.0,True,Car,False,Sunday
635,2023-10-25,No Parking Zone,Commercial,Morning,150.0,False,Car,False,Friday
636,2023-03-26,Expired Meter,Residential,Afternoon,150.0,True,Car,True,Monday
637,2023-12-31,Expired Meter,Downtown,Afternoon,25.0,False,SUV,False,Wednesday
638,2023-08-30,Street Cleaning,Commercial,Morning,50.0,False,Motorcycle,False,Tuesday
639,2023-01-09,Street Cleaning,Residential,Morning,25.0,True,Truck,True,Wednesday
640,2023-05-15,No Parking Zone,Commercial,Morning,,True,Car,False,Saturday
641,2023-03-04,Expired Meter,Commercial,Afternoon,25.0,False,Truck,True,Friday
642,2023-05-18,Expired Meter,Residential,Evening,50.0,False,SUV,False,Saturday
643,2023-05-26,Expired Meter,Downtown,Afternoon,75.0,True,SUV,False,Saturday
644,2023-04-02,No Parking Zone,Downtown,Afternoon,25.0,True,Car,False,Saturday
645,2023-09-16,Fire Hydrant,Commercial,Morning,50.0,False,Truck,True,Saturday
646,2023-12-06,Expired Meter,Commercial,Morning,25.0,False,Car,False,Thursday
647,2023-06-21,Expired Meter,Industrial,Morning,50.0,True,SUV,False,Friday
648,2023-10-12,Expired Meter,Commercial,Morning,50.0,True,Truck,False,Tuesday
649,2023-06-08,No Parking Zone,Downtown,Morning,100.0,True,Car,False,Sunday
650,2023-12-22,Expired Meter,Commercial,Night,25.0,False,Car,False,Saturday
651,2023-10-31,Expired Meter,Commercial,Morning,25.0,True,Truck,False,Thursday
652,2023-06-05,No Parking Zone,Commercial,Morning,25.0,True,Car,True,Wednesday
653,2023-02-26,Fire Hydrant,Industrial,Evening,75.0,True,Truck,True,Monday
654,2023-08-08,No Parking Zone,Industrial,Evening,50.0,True,Car,False,Sunday
655,2023-09-17,Fire Hydrant,Commercial,Afternoon,150.0,False,Car,False,Friday
656,2023-06-28,No Parking Zone,Downtown,Morning,50.0,False,Car,True,Wednesday
657,2023-07-26,No Parking Zone,Residential,Afternoon,150.0,True,Car,True,Sunday
658,2023-12-01,Expired Meter,Commercial,Night,50.0,False,Car,False,Tuesday
